PT,AU,TI,Z1,SO,S1,LA,DT,DE,ZK,Z5,AB,AK,Z4,RI,OI,U1,U2,PU,SN,PY,VL,IS,BP,EP,DI,EC,SC,UT,OA,HC,HP,DA,Column1
J,"Ro,, Moon-Ja",A Study on the Establishment of the East German Public Libraries after Unification for 15 Years,통독 후 15년간 동독 공공도서관의 정착에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Unification of East and West Germany; East German Public Libraries. Labor Library; Change of Library Collection; Library Identity,독일통일; 동독 공공도서관; 노조도서관; 도서관 장서변화; 도서관 정체성,,"This study focuses on how public libraries in East Germany adjusted themselves into new environments after the unification during 15 years(1990~2005). First, system and operation of East Germany's public libraries are studied and public libraries in West and East Germany are compared before the unification. After public libraries in East Germany became unified with West Germany, the structure of East Germany's public libraries changed, many of public libraries and labor libraries were closed and collection in those libraries was discarded or replaced. Thus, it is studied how libraries enhanced their capabilities and discovered their roles or identities in changing situations in this research.","본 논문은 동독이 서독으로 흡수된 이후, 15년(1990~ 2005)동안 동독 공공도서관이 새로운 환경에서 어떻게 정착해가고 있는가를 연구하였다. 먼저 통일 전의 동독 공공도서관의 체계와 운영, 통일 전 동서독 공공도서관을 비교하였다. 동독 공공도서관이 서독 공공도서관으로의 흡수된 후, 동독 공공도서관의 구조 변화, 공공도서관과 노조도서관의 폐쇄, 공공도서관장서의 변화(폐기와 교체)가 있었다. 새로운 환경인 자본주의 경쟁체제 하에서 동독 공공도서관이 역량을 강화하는 동시에 그들의 정체성을 찾아가는 과정 등이 연구되었다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2009,20,4,223,236,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001406045,,,,2021-11-13,
J,"Nam,, Jaewoo; Choi, WonTae",A Study on the Provision of Preferential Services for Excellent Users to Promote the Use of Public Libraries,공공도서관 이용 증진을 위한 우수 이용자 우대서비스 제공에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Library Marketing; Library Preferential Service; Library User Service; Library Management; Public Libraries,도서관마케팅; 도서관 우대서비스; 도서관 이용자 서비스; 도서관 경영; 공공도서관,,"VIP marketing strategy is mainly applied to commercial companies. This study proposed a plan to provide preferential services to excellent users of public libraries by referring to VIP marketing strategies. For this purpose, we surveyed 210 university students in their 20s and measured their Reliability, Empathy, overall usefulness for preferential service. As a result, ‘Issue special membership card’, ‘provide exclusive lounge’, ‘additional book loan’ services had common effects on three measurement items. Through these research results, this practical study can be used as a reference when public libraries implement preferential services in the future.","본 연구는 영리기업에 주로 적용되는 VIP 마케팅 전략을 참고하여 공공도서관의 우수이용자에 대한 우대서비스를 제안하였다. 서비스 개발을 위해 20대 대학생 210명을 대상으로 ‘도서대출 권수 확대’, ‘전용 라운지 제공’, ‘신착도서 목록 전송’, ‘기념품 제공’, ‘특별회원증 발급’, ‘문화프로그램 참여 우대’, ‘대출정지 면제 쿠폰 제공’, ‘지역사회 문화공간 할인권 제공’에 대해 기대하고 있는 신뢰성과 공감성, 전반적 유용성을 측정하였다. 분석 결과 ‘특별회원증 발급’, ‘전용 라운지 제공’, ‘도서 대출 권수 증가’는 3개 측정항목에 공통으로 유의한 영향을 미치고 있었으므로 이들을 우대서비스의 핵심 서비스로 제안하였다. 또한 ‘문화프로그램 참여 우대’, ‘대출정지 면제 쿠폰 제공’은 3개 측정항목에 공통적으로 영향을 미치고 있지는 않으나 유의미한 요인이므로 부가서비스로 제안하였다. 이 연구는 향후 공공도서관이 우수이용자를 대상으로 우대서비스를 시도할 때 참고할 수 있는 실용적인 연구가 되고자 하였다.",,,,0,0,한국문헌정보학회,1225-598X,2021,55,1,305,321,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002687147,,,,2021-11-13,
J,"Kim, SooKyoung",A Study on the Scheme for Operation of Reading Classroom Program in Public Librariese Study of Public Libraries in Pusan,공공도서관 독서교실 운영 방안,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Reading Classroom Program; Reading Education; Operation Manual for Reading Classroom Program,키워드: 공공도서관; 독서교실; 독서교육; 독서교실 운영 매뉴얼,,"This study aims at presenting the scheme for operation of reading classroom programs through analysis of present situation of reading education programs in public libraries. To collect data for analyzing the present situation, the plan and its report in relation to operation of reading classroom programs in 22 public libraries, implemented in winter, 2007, were used. In addition, questionnaire surveys to the librarians in charge of reading classroom programs in 22 public libraries were also carried out. As the remedies to problems of the program operations were presented in identification and participation, contents of education, manpower, reeducation of librarians, budgets, facilities, and work structure. The scheme for operation of reading classroom programs for keeping the characteristics and tradition of public libraries needs to develop an operation manual for reading classroom programs.","이 연구는 공공도서관 독서교실 운영 현황을 분석하여 그 문제점과 개선점을 파악하여 독서교실의 운영 방안을 제안하였다. 독서교실 운영 현황 분석을 위한 데이터 수집은 부산지역 22개 공공도서관에서 실시하였던 2007년 겨울 독서교실 운영계획서와 결과보고서를 활용하였다. 또한 부산지역 22개 공공도서관 독서교실 담당사서에게 질문지를 배포하여 답변을 듣고 독서교실의 문제점과 개선점에 대해 분석하였다. 공공도서관 독서교실 운영의 문제점과 개선점으로는 정체성과 참여도, 교육내용, 인력, 사서재교육, 예산시설업무조직임을 밝혔다. 공공도서관의 고유성과 전통성을 유지하기 위한 독서교실 운영방안으로는 운영과정 전반에 관해 안내하는 독서교실 운영 매뉴얼 개발이 필요하다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2007,18,1,61,93,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001061432,,,,2021-11-13,
J,"Noh, Dongjo; 송유안",A Study on Librarians' Recognition and Preference for Cultural Programs Between School and Public Libraries,문화프로그램 운영에 있어서 학교도서관과 공공도서관 사서의 인식 및 선호도 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Library Cooperation; Cultural Program; School Libraries; Public Libraries; Recognition of Librarian,도서관 상호협력; 문화프로그램; 학교도서관; 공공도서관; 사서의 인식,,"This study investigated librarians’ perception and preference of cultural programs in the field of cooperation between school and public libraries. The findings are as follows: 1) Librarians and teacher librarians at school and public libraries perceive the importance of cultural programs in library service. 2) Online space was mostly preferred as a means of PR activities by librarians and teacher librarians at school and public libraries. 3) The preferred methods to cooperate projects between school libraries and public libraries were to implement programs through public librarians' field visiting, and to participate linkage program customized to individual school libraries. 4) Preferred types of cooperation were to sign MOU and to make a cooperative system between school libraries and public libraries.","본 연구는 학교도서관과 공공도서관간의 협력 분야 중에서 문화프로그램을 중심으로 사서(사서교사)들의 인식과 선호도를 조사하였다. 본 연구의 결과, 학교도서관과 공공도서관의 사서(사서교사)는 문화프로그램의 중요성을 긍정적으로 인식하고 있으며, 이들이 선호하는 문화프로그램의 유형은 참여형과 체험형이고, 선호하는 홍보수단은 온라인 공간(카페, 클럽, 홈페이지)이었다. 학교도서관과 공공도서관간의 협력사업 운영 시, 효과적으로 활용할 수 있는 방법은 공공도서관 사서의 현장 방문을 통한 프로그램 진행과 개별 학교의 특성에 맞춘 연계프로그램의 참여였다. 협력수준으로는 기관간의 업무협약(MOU) 체결과 담당자간 협조체제를 선호하며, 평가 및 보고 방법은 문화프로그램 참여자의 만족도 조사였다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2011,22,4,275,299,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001618966,,,,2021-11-13,
J,"Dong-Chul, Kwack",A study on the Strategies for Implementing 40 Working-hours Each Week at Public Libraries in Korea,공공도서관의 주 40시간 근무제 대응 전략에 관한 고찰,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Library Management; Forty Working-Hours Each Week; Five-Day Workweek,공공도서관; 도서관경영; 주40시간 근무제; 주5일 근무제,,"Since government institutions begin working 40 hours each week, public libraries in Korea face the challenge of not only enhancing the quality of life for librarians by improving their work environment, but also providing adequate information services for patrons. The purpose of this study is to examine the potential problems which could happen with the 40 working-hours each week in public libraries, and establish the strategies for resolving these problems. For this study, based on the existing research, an attempt is made to review and analyze the following facts: (1) the details of planning for 40 working-hours each week at the government institutions in Korea; (2) the current work environment and service strategies of public libraries in other countries, including the U.S., where librarians work 40 hours each week; (3) the present state of managing public libraries with 40 working-hours each week in Korea; and (4) the strategies of public libraries as a part of cultural infrastructure in preparing for 40 working-hours each week which will be fully implemented at the government institutions in Korea.","우리나라 공공도서관은 행정기관의 주 40시간 근무제 시행과 관련하여 근무환경의 개선을 통해 사서들의 삶의 질 향상을 염두에 두면서, 동시에 이용자에게 만족스런 정보서비스를 지속해야 하는 문제를 갖고 있다. 이를 해결하기 위해 본 고에서는 도서관에서의 주 40시간 근무제에 대한 문제점 도출 및 대응 전략을 고찰하는 데에 연구목적을 두고자 한다. 이러한 연구목적을 달성하기 위해 사서, 이용자, 일반국민에 대한 의식조사 등을 수행하면 더욱 나은 결과를 기대할 수 있지만, 논리를 전개하는 과정에서 기존 자료를 활용하여 다음과 같은 사항을 세부적으로 조사분석하고자 한다. 첫째, 우리나라 정부가 수립하여 시행하고 있는 행정기관 주 40시간 근무제 추진 계획의 구체적인 내용을 살펴본다. 둘째, 미국을 비롯한 외국의 공공도서관은 주 40시간 근무제 실시와 더불어 어떻게 도서관을 경영하고 있는지를 파악한다. 셋째, 우리나라 공공도서관은 주 40시간 근무제 실시에 따라 각각 시행중인 도서관 경영 실태를 분석한다. 넷째, 향후 정부가 금년 7월부터 주 40시간 근무제를 전면 실시할 경우에 대비하여 문화기반시설로서 공공도서관에서의 주 40시간 근무제 대응 전략을 모색한다.",,,,0,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2005,16,1,153,180,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001137742,,,,2021-11-13,
J,"하은아; Sook, Lee Sung",A Study on the Development Plan of Public Library OPAC Interface,공공도서관 OPAC 인터페이스의 발전방안 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; OPAC; OPAC 2.0; Catalog 2.0; Next-generation Catalog; Interface,공공도서관; 온라인열람목록; 차세대목록; 인터페이스,,"The aim of this study is to propose a development plan of public library OPAC interface. For this purpose, the study analyzed cases of OPAC interface of domestic and overseas public libraries, and took a questionnaire survey on use types, level of functional demand and improvement matters of OPAC in order to examine the user requirements on OPAC interface. Public library OPAC interface must comply with interface design principle and reflect requirements of users. Accordingly, it must supply foundation to realize various OPAC functions by inputting perfect bibliographic records on resources. The research result could be used as basic resources for the public library OPAC interface design.","이 연구의 목적은 공공도서관 OPAC 인터페이스의 발전방안을 제안하기 위한 것이며, 이를 위해 국내․외 공공도서관 OPAC 인터페이스의 사례를 분석하고, OPAC 인터페이스에 대한 이용자 요구를 조사하기 위하여 OPAC의 이용행태, 기능요구도, 개선사항을 중심으로 설문조사를 실시하였다. 공공도서관 OPAC 인터페이스는 인터페이스 설계 원칙을 준수하며 이용자 요구를 반영하여 설계되어야 한다. 이를 위해 자료에 대한 완전한 서지 레코드를 입력하여 OPAC의 다양한 기능 구현을 위한 기반을 제공해야 한다. 이 연구 결과는 공공도서관 OPAC 인터페이스의 설계에 기초자료로 활용될 수 있을 것이다.",,,,0,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2013,24,3,5,27,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001804146,,,,2021-11-13,
J,"Park, Hyun-Kyung; Noh, Dongjo",A Study on the Collection Use and Overlap of Regional Collaborative Library System in Public Libraries,공공도서관의 지역통합시스템 운영이 장서의 이용 및 중복에 미치는 영향에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Regional Collaborative Library System; Collection Management; ILL (Interlibrary Loan); Acquisition; Collection Overlap,공공도서관; 지역통합시스템; 장서관리; 상호대차; 수서; 장서 중복도,,"In this research, a sample was selected from a public library in Paju city, which operates a regional collaborative library system. They collected data on materials, usage, and acquisition. An analysis of book collection data and usage data was also conducted in order to evaluate the correlation between the usage and acquisition by comparing overlap of purchased materials. As a result, circulations and the interlibrary loan (ILL) borrowing requests were differentiated by topics according to targeted materials, and that these characteristics affect the overlap of purchased materials. The study suggested that public libraries in the region collaborative library system need to consider the paradigm of collection and access when purchasing books.","본 연구는 지역통합시스템을 운영하고 있는 파주시 산하의 4개의 공공도서관을 대상으로 최근 3년간의 장서 데이터와 이용 데이터, 수서 데이터를 수집하여 도서관별 대출 및 상호대차를 분석하고, 나아가 이용과 수서간의 상관관계를 검증하기 위하여 구입 자료에 대한 중복도를 비교분석하였다. 본 연구의 결과, 이용대상 자료에 따라 주제별로 대출과 상호대차에 있어 차이가 있음을 발견하였고, 이러한 특징이 구입 자료의 중복에도 영향을 미치고 있음을 확인하였다. 본 연구를 통하여 관내 상호대차시스템을 실시하는 개별도서관은 장서구성 단계에서부터 보다 치밀한 장서개발정책이 필요함을 지적하였다.",,,,0,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2018,29,4,251,267,10.14699/kbiblia.2018.29.4.251,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002424294,,,,2021-11-13,
J,이정호,A Study on the Impact of Users' Place Attachment on the Value of Public Libraries,공공도서관에 대한 이용자의 장소애착이 장소가치인식에 미치는 영향에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Library; Sense of Place; Place Attachment; Place Value; Library as Place,공공도서관; 장소; 장소성; 장소애착도; 장소가치,,"The purpose of this study is to verify effects between the place attachment and the place value in public libraries; and also to identify whether frequency and purpose of usage, length of residence, and website use play a moderating role in the influential relationship between users' place attachment and the perception of place value for public libraries. Users' place dependence affected the library's value positively(+) due to moderating effect of usage frequency of the library and the users' length of residence. In order to estimate the moderating effect by purpose of use, the groups were divided by purpose of library use and the relationship between place attachment and place value by groups were analyzed. However, website usage bore no effect on users' place attachment or perception of place value to their local library. This study showed that place attachment as an affective indicator on users is very useful variable to explain the value of libraries as a social and cultural place.","본 연구는 공공도서관 이용자를 대상으로 장소애착도와 장소가치인식도 간의 영향관계를 통계적으로 검증해보고, 이용빈도, 거주기간, 이용목적, 웹사이트 이용경험이 장소애착도와 장소가치인식도 간의 관계에서 조절변수로서의 역할을 하는지 파악하고자 했다. 계층적 회귀분석결과, 이용빈도와 거주기간이 ‘장소의존성’과 상호작용하여 ‘체험가치인식도’에 정(+)의 영향을 미치는 것으로 나타났다. 이용목적에 대한 조절효과를 알아보기 위해 이용목적별로 집단을 구분하고 장소애착도와 장소가치인식도와의 관계를 집단별로 분석하였다. 도서관 웹사이트 이용경험은 장소애착도와 장소가치인식도와의 관계에서 조절효과를 보이지 않았다. 본 연구 결과는 장소애착도라는 이용자의 감정적인 지표가 장소로서의 공공도서관의 가치를 설명할 수 있는 변수로서 활용성이 있음을 시사하고 있다.",,,,0,0,한국문헌정보학회,1225-598X,2011,45,4,209,234,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001605583,,,,2021-11-13,
J,"Kim, Yonggun",Analysis of User's Information Needs in Public Libraries Based on Websites,공공도서관 웹사이트에 나타난 이용자들의 정보요구 분석,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Public Libraries; Websites; Information Needs; Reference Services; Acquisition; Reading Room,공공도서관; 정보요구; 웹사이트; 참고질의; 자료수집; 열람실,,"The purpose of this study is to find out user's information needs in public libraries based on websites. The data were collected from the user's plaza in public libraries websites. To identify the user's information needs, the works in the public libraries including acquisition, information services, circulation, digital library, reading room, reference services were analyzed.","공공도서관 이용자들의 정보요구를 파악하기 위하여 웹사이트에 제시된 요구 내용을 분석하였다. 이용자마당이라고 표시한 메뉴에서 이용자들의 정보요구를 나타내는 사항은 모두 조사 하였다. 이 정보요구에는 개별도서관에서 제공하는 정보서비스에 대한 불만사항이나 건의사항으로만 제한되고 있는 약점이 있다. 데이터의 분석은 자료수집, 정보서비스, 대출, 디지털자료실, 열람실, 참고질의, 기타 등으로 구분하여 실행되었다. 이 연구결과는 개별 공공도서관의 정보서비스 개선에 도움이 될 것이며, 새로운 정보서비스를 개설할 때에도 참고가 될 것이다.",,,,0,0,Korean Library And Information Science Society,2466-2542,2008,39,2,355,373,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001264666,,,,2021-11-13,
J,"Sul, Song Jae; 신정아",A Study on Collaborative Digital Information Service for Gyeonggi-Do Public Libraries,경기도 공공도서관 협력형 전자정보 서비스에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Collaborative Digital Information Service; E-Book; Regional Central Library; Public Library; Geonggi-do; Gyeongido Cyber Library,협력형 전자정보 서비스; 전자책; 지역대표도서관; 공공도서관; 경기도; 경기도사이버도서관,,"Although it is about a decade since public libraries started to provide digital information services, lack of expertise for efficient service operation and restrictions related to copyrights have led to failure to obtain remarkable performances in uses. This study intends to analyze operation cases of domestic and overseas collaborative digital information services, as well as the current status of digital information services of libraries in Gyeonggido, thereby developing a collaborative digital information service model among public libraries on the level of local governments. This research then analyzed collaborative digital information service Web sites and surveys. Based on the analysis result, this study presented support of integrated search of possessed electronic information, Web database (DB), DB on original texts of regional records, online reference services, and mobile platforms as functional factors to embody a successful service model. As a system management road map, an eclectic model combining the merits of centralized and decentralized models was found to be more effective than a centralized or decentralized model in consideration of the characteristics of participating organizations.","공공도서관에서 전자정보 서비스를 시작된 지 10여년이 지났지만 효율적인 서비스 운영을 위한 전문성 부족과 저작권 문제의 제약으로 활용 면에서 두드러진 성과를 얻지 못하고 있는 실정이다. 본 연구에서는 국내외 협력형 전자정보 서비스 운영 사례와 경기도 및 경기도 내 31개 시군의 도서관 전자정보 서비스 현황 분석을 통해 광역자치단체 차원의 지역 내 공공도서관 간 상호 협력형 서비스 모델을 개발하고자 하였다. 이를 위해 협력형 전자정보 서비스를 운영하고 있는 국내외 기관의 웹서비스 현황을 파악하고, 설문 조사를 통해 경기도 내 시군 기관별 전자정보 서비스 현황을 조사하여 분석하였다. 연구결과, 성공적인 협력형 정보서비스 모델 구현을 위한 기능요건으로 소장 전자정보 통합검색, 웹DB, 지역 기록물 원문DB, 온라인 참고봉사, 모바일 플랫폼 지원을 제시하고 시스템 관리 체계는 참여기관의 독립적 특성을 고려하여 집중형과 분산형 모델의 장점을 결합한 절충형 모델을 제안하였다.",,,,2,2,한국문헌정보학회,1225-598X,2013,47,3,207,226,10.4275/KSLIS.2013.47.3.207,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001795985,Bronze,,,2021-11-13,
J,송경진,A Study on Development of Literacy Program Model for Adult Users of Public Libraries,공공도서관의 성인 리터러시 프로그램 모델 개발 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Literacy; Literacy Program; Adult Service; PIAAC,공공도서관; 리터러시; 리터러시 프로그램; 성인서비스; 성인역량평가,,"This study drew four essential literacies for adult’s daily life through analyzing the concepts of the ‘skill’ in PIAAC, and also investigated current literacy programs for adult users in Korean public libraries. Finally on those results, this study suggested a literacy program model with an illustrated action plan for adult users of pubic libraries. A suggested model is planed an intergrated program that make users can acquire four essential literacies through participating in a single program. This model is characterized by self-directed learning by the users and can be applied freely to various subjects and user groups. The model consists of six components and seven steps. Six components are target, theme, strategy, tool, material, assessment. Seven steps are targeting, selecting theme, strategy planning, documentation, action, assessing. This model is named 6×7 model on the basis of components and steps.","본 연구는 국제성인역량조사(PIAAC)에서 측정하는 스킬을 토대로 성인의 일상적인 삶에 필수적인 기본 리터러시를 도출하고, 국내 공공도서관의 성인 리터러시 프로그램 실태를 조사한 결과를 바탕으로 기본 리터러시의 습득을 지원하는 공공도서관의 리터러시 프로그램 모델을 구안하여 계획서와 함께 예시하였다. 본 연구에서 제안한 모델은 하나의 프로그램을 통해 네 가지 기본 리터러시를 습득할 수 있는 통합된 프로그램으로 이용자의 자기주도적인 학습을 통해 이루어지는 것을 특징으로 하며 대상과 주제에 따라 자유롭게 적용할 수 있다는 장점이 있다. 모델은 대상, 주제, 실행전략, 도구, 자료, 평가의 여섯 가지 요소와 대상의 선정, 대상의 분석, 주제 선정, 실행전략 수립, 계획의 성문화, 실행, 평가하기라는 일곱 단계로 이루어져 6×7모델로 명명하였다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2016,27,4,175,204,10.14699/kbiblia.2016.27.4.175,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002179277,Bronze,,,2021-11-13,
J,"Cho, Jeong-Kwon",A Study on the Determinants of the Public Library Budget of South Korea: Focused on Macro and Micro Environments,한국 공공도서관 예산결정요인에 관한 연구 - 거시환경과 미시환경을 중심으로 -,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Library Budget; Budget Determinants; Environment Analysis,공공도서관 예산; 예산결정; 환경분석,,"This study was conducted with a view to examining the determinants of the public library budget in the local governments of south korea. To the end, this study used the public library budget data and macro/micro environments data of 167 local governments in 2017. The analysis results shows that the determinants which have an effect on the public library budget are metropolitan area, the level of education, the population size of young adults in terms of the macro environment, and the number of users, books, and librarians in terms of the micro environment.","본 연구는 한국의 공공도서관 예산결정에 영향을 미치는 거시환경과 미시환경의 속성이 무엇인지를 실증적으로 살펴보았다. 이를 위해 본 연구에서는 2017년도의 167개 지방자치단체 공공도서관 예산액을 종속변수로 활용하였고, 공공도서관 해당지역의 거시 및 미시환경 데이터를 독립변수로 활용하였다. 연구결과 공공도서관 예산결정에 영향을 미치는 거시환경 요인으로 대도시 여부, 교육정도, 청소년 인구 속성이 유의미한 분석결과를 보였다. 아울러, 미시환경 요인으로 이용자수, 사서수, 장서수의 속성이 유의미한 분석결과를 보였다.",,,,0,0,한국문헌정보학회,1225-598X,2019,53,3,5,23,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002494687,,,,2021-11-13,
J,"KU, KONG SOON; Kim, Hyeong-Seok; Lee, Sung-Geun",Study on the Public Library Space Guideline of Integrated Measurement and Management System,공공도서관의 공간구성체계 표준모델에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Spatial Component; Spatial Component System; Spatial Elements; Standard Model,공공도서관; 공간구성; 공간구성체계; 공간요소; 표준모델,,"The development of modern science and technology has a tremendous impact on culture and communication. Therefore a library that typically serves to collect, arrange and provide information is required to perform more diversified roles to stay abreast with changing modern society. Recent surge in demand for public library construction or remodeling is expected, but we still are in an actual condition that there is no model about the library spatial operation which considers the type and a service size of library. the purpose of this study is to examine the conditions for the rational and systematic spatial management of public library in today`s changing information society, to make a case study on the state of spatial management, and to suggest the efficient rearrangement of spatial component as a solution. In this study, for rapid assembly and remodeling business plan of the library can be referred to, we should do following things for the development of a standard model which has a rational space operations that correspond to the library features and services size. Firstly, analyze the space configuration of our nation's public libraries. Secondly, collect and analyze the libraries' spatial configuration in our nation and at abroad. Thirdly, define the next stretch of public library buildings by their types and develop a reasonable model as to the spatial configuration and present it.","현대과학기술의 발전은 한 사회의 문화와 사회구성원 간의 커뮤니케이션에 큰 영향을 미친다. 따라서 기존의 정보를 수집, 정리하여 이용자에게 제공하던 도서관은 현대사회의 변화에 발맞추어 다양한 역할을 부여받게 되었다. 최근 공공도서관 신축 또는 리모델링 수요의 급증이 예상되고 있지만 우리는 아직 도서관의 유형과 서비스 규모를 고려한 도서관 공간운영에 대한 모델이 없는 실정이다. 본 연구는 공공 도서관이 합리적이고 체계적인 공간운영을 하기 위하여 필요한 조건과 사례를 검토하고 공간구성의 현황과 문제점을 도출하여 해결대안이 될 수 있는 공간요소의 재구성을 통해 효율적인 운영을 위한 공간구성체계를 제시하는 것을 목적으로 한다. 따라서 본 연구에서는 급증하는 도서관의 조립과 리모델링 사업계획에서 참고할 수 있도록 도서관의 특성과 서비스 규모에 상응하는 합리적인 공간운영 표준모델의 개발을 위해, 첫째, 국내 공공도서관 공간구성 현황을 조사 분석하고 둘째, 국내 및 해외의 도서관 건축물 공간구성 사례 수집분석하며, 셋째, 향후 신축할 국내 공공도서관 건축물을 유형별로 정의하여 공간구성에 대한 합리적인 권장모델을 개발하여 제시하고자 한다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2010,21,4,49,66,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001513728,,,,2021-11-13,
J,"Kim, Hyejin; ChaMiKyeong",A Study on the Current Status and Improvement of Serial Management of Public Libraries,공공도서관의 연속간행물 장서관리 실태 및 개선 방안 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Serials; Public Libraries; Periodicals; Serial Management; Collection Management,연속간행물; 공공도서관; 정기간행물; 연속간행물관리; 장서관리,,"Despite the importance and uses of serials in public libraries, the present condition of serial management is still behind. The purpose of this study is to investigate the problems and proposes the ways of improving serials management. For the purposes, this study conducted a literature review, case study of collection management policies of 8 regional central libraries and 3 public libraries abroad, and online questionnaire survey of 31 public libraries in Gyeong-gi province. Based on the results, this research suggests the need for extending the number and scope of serials subscriptions, improving access points and establishing management guidelines.","연속간행물이 공공도서관 장서로서 차지하는 중요성과 이용 빈도에 비하여 공공도서관현장에서의 연속간행물 관리에 대한 관심은 상대적으로 미흡한 편이다. 본 연구의 목적은 공공도서관의 연속간행물 장서관리 실태를 조사하여 문제점을 진단하고 개선방안을 제시하는 데 있다. 이를 위해 문헌연구와 국내 8개 지역 대표도서관 및 3개 해외 도서관의 장서관리 정책 사례 조사, 경기도 지역 31개 공공도서관을 대상으로 한 온라인 설문조사 등을 실시하였으며, 조사 결과를 토대로 구독 종수 및 범위의 확대, 접근점 개선 및 관리지침의 수립 필요성 등을 제안하였다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2017,28,2,245,271,10.14699/kbiblia.2017.28.2.245,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002237059,,,,2021-11-13,
